station,valid,drct,sknt,alti
JRB,2025-04-17 02:56,M,3.00,29.99
JRB,2025-04-17 03:56,0.00,0.00,30.00
JRB,2025-04-17 04:56,M,3.00,30.02
JRB,2025-04-17 05:56,M,3.00,30.03
JRB,2025-04-17 06:56,M,5.00,30.03
JRB,2025-04-17 07:56,M,3.00,30.05
JRB,2025-04-17 08:56,M,4.00,30.06
JRB,2025-04-17 09:56,270.00,4.00,30.09
JRB,2025-04-17 10:56,260.00,7.00,30.11
JRB,2025-04-17 11:56,M,3.00,30.13
JRB,2025-04-17 12:56,M,5.00,30.14
JRB,2025-04-17 13:56,M,4.00,30.15
JRB,2025-04-17 14:56,M,4.00,30.15
JRB,2025-04-17 15:56,270.00,8.00,30.15
JRB,2025-04-17 16:56,260.00,10.00,30.13
JRB,2025-04-17 17:56,260.00,8.00,30.12
JRB,2025-04-17 18:56,M,6.00,30.11
JRB,2025-04-17 19:56,M,6.00,30.11
JRB,2025-04-17 20:56,M,6.00,30.10
JRB,2025-04-17 21:56,240.00,9.00,30.10
JRB,2025-04-17 22:56,0.00,0.00,30.11
JRB,2025-04-17 23:56,0.00,0.00,30.14
JRB,2025-04-18 00:56,250.00,3.00,30.16
JRB,2025-04-18 01:56,0.00,0.00,30.17
JRB,2025-04-18 02:56,250.00,4.00,30.20
JRB,2025-04-18 03:56,240.00,4.00,30.21
JRB,2025-04-18 04:56,260.00,4.00,30.23
JRB,2025-04-18 05:56,0.00,0.00,30.23
JRB,2025-04-18 06:56,240.00,3.00,30.25
JRB,2025-04-18 07:56,0.00,0.00,30.25
JRB,2025-04-18 08:56,220.00,3.00,30.27
JRB,2025-04-18 09:56,0.00,0.00,30.27
JRB,2025-04-18 10:56,260.00,4.00,30.29
JRB,2025-04-18 11:56,0.00,0.00,30.30
JRB,2025-04-18 12:56,250.00,3.00,30.31
JRB,2025-04-18 13:56,270.00,6.00,30.30
JRB,2025-04-18 14:56,230.00,5.00,30.28
JRB,2025-04-18 15:56,200.00,6.00,30.26
JRB,2025-04-18 16:56,180.00,9.00,30.24
JRB,2025-04-18 17:56,170.00,8.00,30.20
JRB,2025-04-18 18:56,150.00,12.00,30.16
JRB,2025-04-18 19:56,180.00,6.00,30.15
JRB,2025-04-18 20:56,M,4.00,30.15
JRB,2025-04-18 21:56,170.00,7.00,30.12
JRB,2025-04-18 22:56,0.00,0.00,30.07
JRB,2025-04-18 23:56,M,3.00,30.08
JRB,2025-04-19 00:56,0.00,0.00,30.08
JRB,2025-04-19 01:56,310.00,7.00,30.07
JRB,2025-04-19 02:56,30.00,5.00,30.06
JRB,2025-04-19 03:56,40.00,7.00,30.06
JRB,2025-04-19 04:56,30.00,6.00,30.04
JRB,2025-04-19 05:56,40.00,6.00,30.06
JRB,2025-04-19 06:56,M,3.00,30.01
JRB,2025-04-19 07:56,300.00,7.00,29.99
JRB,2025-04-19 08:56,290.00,9.00,30.00
JRB,2025-04-19 09:56,290.00,5.00,30.00
JRB,2025-04-19 10:56,270.00,8.00,30.02
JRB,2025-04-19 11:56,260.00,7.00,30.02
JRB,2025-04-19 12:56,260.00,3.00,30.02
JRB,2025-04-19 13:56,250.00,6.00,30.03
JRB,2025-04-19 14:56,250.00,7.00,30.01
JRB,2025-04-19 15:56,260.00,9.00,30.00
JRB,2025-04-19 16:56,260.00,9.00,29.98
JRB,2025-04-19 17:56,250.00,9.00,29.96
JRB,2025-04-19 18:56,270.00,14.00,29.93
JRB,2025-04-19 19:56,250.00,9.00,29.92
JRB,2025-04-19 20:56,260.00,14.00,29.93
JRB,2025-04-19 21:56,260.00,12.00,29.94
JRB,2025-04-19 22:56,270.00,14.00,29.94
JRB,2025-04-19 23:56,270.00,10.00,29.94
JRB,2025-04-20 00:56,280.00,11.00,29.96
JRB,2025-04-20 01:56,270.00,10.00,29.99
JRB,2025-04-20 02:56,270.00,10.00,29.98
JRB,2025-04-20 03:56,260.00,5.00,29.97
JRB,2025-04-20 04:56,270.00,5.00,29.98
JRB,2025-04-20 05:56,270.00,3.00,29.99
JRB,2025-04-20 06:56,0.00,0.00,29.99
JRB,2025-04-20 07:56,M,3.00,30.03
JRB,2025-04-20 08:56,M,4.00,30.08
JRB,2025-04-20 09:56,0.00,0.00,30.11
JRB,2025-04-20 10:56,M,4.00,30.15
JRB,2025-04-20 11:56,0.00,0.00,30.20
JRB,2025-04-20 12:56,M,4.00,30.24
JRB,2025-04-20 13:56,M,5.00,30.25
JRB,2025-04-20 14:56,M,3.00,30.26
JRB,2025-04-20 15:56,0.00,0.00,30.27
JRB,2025-04-20 16:56,M,6.00,30.26
JRB,2025-04-20 17:56,M,3.00,30.27
JRB,2025-04-20 18:56,M,4.00,30.27
JRB,2025-04-20 19:56,M,3.00,30.26
JRB,2025-04-20 20:56,0.00,0.00,30.27
JRB,2025-04-20 21:56,160.00,3.00,30.28
JRB,2025-04-20 22:56,0.00,0.00,30.29
JRB,2025-04-20 23:56,0.00,0.00,30.32
JRB,2025-04-21 00:56,0.00,0.00,30.33
JRB,2025-04-21 01:56,M,3.00,30.34
JRB,2025-04-21 02:56,0.00,0.00,30.34
JRB,2025-04-21 03:56,60.00,6.00,30.34
JRB,2025-04-21 04:56,70.00,6.00,30.34
JRB,2025-04-21 05:56,70.00,5.00,30.34
JRB,2025-04-21 06:56,40.00,4.00,30.35
JRB,2025-04-21 07:56,60.00,6.00,30.34
JRB,2025-04-21 08:56,50.00,8.00,30.33
JRB,2025-04-21 09:56,40.00,5.00,30.34
JRB,2025-04-21 10:56,50.00,8.00,30.35
JRB,2025-04-21 11:56,40.00,11.00,30.35
JRB,2025-04-21 12:56,70.00,7.00,30.36
JRB,2025-04-21 13:56,100.00,7.00,30.36
JRB,2025-04-21 14:56,70.00,9.00,30.34
JRB,2025-04-21 15:56,130.00,8.00,30.31
JRB,2025-04-21 16:56,90.00,7.00,30.30
JRB,2025-04-21 17:56,100.00,8.00,30.27
JRB,2025-04-21 18:56,120.00,7.00,30.25
JRB,2025-04-21 19:56,M,5.00,30.21
JRB,2025-04-21 20:56,120.00,9.00,30.20
JRB,2025-04-21 21:56,M,3.00,30.19
JRB,2025-04-21 22:56,M,6.00,30.15
JRB,2025-04-21 23:56,130.00,5.00,30.15
JRB,2025-04-22 00:41,110.00,6.00,30.13
JRB,2025-04-22 00:56,M,3.00,30.13
JRB,2025-04-22 01:56,150.00,7.00,30.11
JRB,2025-04-22 02:56,0.00,0.00,30.07
JRB,2025-04-22 03:56,0.00,0.00,30.04
JRB,2025-04-22 04:35,30.00,3.00,30.03
JRB,2025-04-22 04:56,50.00,3.00,30.02
JRB,2025-04-22 05:56,40.00,3.00,29.99
JRB,2025-04-22 06:56,40.00,3.00,29.97
JRB,2025-04-22 07:56,0.00,0.00,29.97
JRB,2025-04-22 08:56,0.00,0.00,29.97
JRB,2025-04-22 09:42,0.00,0.00,29.97
JRB,2025-04-22 09:56,0.00,0.00,29.97
JRB,2025-04-22 10:18,0.00,0.00,29.97
JRB,2025-04-22 10:56,0.00,0.00,29.98
JRB,2025-04-22 11:56,210.00,5.00,29.99
JRB,2025-04-22 12:56,250.00,3.00,30.00
JRB,2025-04-22 13:43,200.00,3.00,29.99
JRB,2025-04-22 13:56,M,3.00,29.99
JRB,2025-04-22 14:56,0.00,0.00,29.99
JRB,2025-04-22 15:56,260.00,4.00,29.97
JRB,2025-04-22 16:56,270.00,7.00,29.95
JRB,2025-04-22 17:56,270.00,10.00,29.94
JRB,2025-04-22 18:56,230.00,8.00,29.93
JRB,2025-04-22 19:56,250.00,8.00,29.92
JRB,2025-04-22 20:56,270.00,9.00,29.93
JRB,2025-04-22 21:56,270.00,12.00,29.95
JRB,2025-04-22 22:56,270.00,10.00,29.96
JRB,2025-04-22 23:56,270.00,8.00,29.98
JRB,2025-04-23 00:56,260.00,5.00,30.01
JRB,2025-04-23 01:56,260.00,5.00,30.02
JRB,2025-04-23 02:56,200.00,4.00,30.04
JRB,2025-04-23 03:56,220.00,3.00,30.06
JRB,2025-04-23 04:56,0.00,0.00,30.06
JRB,2025-04-23 05:56,M,5.00,30.08
JRB,2025-04-23 06:56,M,6.00,30.10
JRB,2025-04-23 07:56,M,5.00,30.13
JRB,2025-04-23 08:56,M,3.00,30.14
JRB,2025-04-23 09:56,M,5.00,30.17
JRB,2025-04-23 10:56,M,3.00,30.21
JRB,2025-04-23 11:56,110.00,4.00,30.23
JRB,2025-04-23 12:56,230.00,5.00,30.24
JRB,2025-04-23 13:56,M,3.00,30.24
JRB,2025-04-23 14:56,190.00,4.00,30.24
JRB,2025-04-23 15:56,250.00,5.00,30.24
JRB,2025-04-23 16:56,M,5.00,30.22
JRB,2025-04-23 17:56,220.00,8.00,30.22
JRB,2025-04-23 18:56,M,5.00,30.20
JRB,2025-04-23 19:56,210.00,5.00,30.19
JRB,2025-04-23 20:56,170.00,9.00,30.19
JRB,2025-04-23 21:56,110.00,3.00,30.19
JRB,2025-04-23 22:56,0.00,0.00,30.19
JRB,2025-04-23 23:56,0.00,0.00,30.21
JRB,2025-04-24 00:56,0.00,0.00,30.23
JRB,2025-04-24 01:56,0.00,0.00,30.24
JRB,2025-04-24 02:56,0.00,0.00,30.24
JRB,2025-04-24 03:56,260.00,3.00,30.24
JRB,2025-04-24 04:56,200.00,3.00,30.24
JRB,2025-04-24 05:56,0.00,0.00,30.24
JRB,2025-04-24 06:56,M,3.00,30.24
JRB,2025-04-24 07:56,30.00,4.00,30.26
JRB,2025-04-24 08:56,0.00,0.00,30.27
JRB,2025-04-24 09:56,0.00,0.00,30.28
JRB,2025-04-24 10:56,0.00,0.00,30.30
JRB,2025-04-24 11:56,30.00,5.00,30.31
JRB,2025-04-24 12:56,40.00,7.00,30.32
JRB,2025-04-24 13:56,50.00,4.00,30.32
JRB,2025-04-24 14:56,M,3.00,30.31
JRB,2025-04-24 15:56,M,6.00,30.30
JRB,2025-04-24 16:56,180.00,4.00,30.29
JRB,2025-04-24 17:56,150.00,8.00,30.28
JRB,2025-04-24 18:56,140.00,4.00,30.26
JRB,2025-04-24 19:56,170.00,6.00,30.24
JRB,2025-04-24 20:56,0.00,0.00,30.23
JRB,2025-04-24 21:56,0.00,0.00,30.22
JRB,2025-04-24 22:56,M,5.00,30.22
JRB,2025-04-24 23:56,260.00,6.00,30.22
JRB,2025-04-25 00:56,260.00,7.00,30.23
JRB,2025-04-25 01:56,250.00,9.00,30.25
JRB,2025-04-25 02:56,280.00,9.00,30.24
JRB,2025-04-25 03:56,270.00,8.00,30.24
JRB,2025-04-25 04:56,270.00,7.00,30.25
JRB,2025-04-25 05:56,280.00,7.00,30.24
JRB,2025-04-25 06:56,260.00,6.00,30.24
JRB,2025-04-25 07:56,270.00,6.00,30.25
JRB,2025-04-25 08:56,270.00,5.00,30.26
JRB,2025-04-25 09:56,270.00,5.00,30.26
JRB,2025-04-25 10:56,270.00,5.00,30.26
JRB,2025-04-25 11:56,250.00,5.00,30.27
JRB,2025-04-25 12:56,260.00,4.00,30.26
JRB,2025-04-25 13:56,M,5.00,30.26
JRB,2025-04-25 14:56,240.00,5.00,30.25
JRB,2025-04-25 15:56,220.00,5.00,30.23
JRB,2025-04-25 16:56,190.00,7.00,30.21
JRB,2025-04-25 17:56,170.00,7.00,30.19
JRB,2025-04-25 18:56,170.00,9.00,30.17
JRB,2025-04-25 19:56,170.00,15.00,30.13
JRB,2025-04-25 20:56,M,6.00,30.12
JRB,2025-04-25 21:56,M,6.00,30.11
JRB,2025-04-25 22:56,160.00,7.00,30.10
JRB,2025-04-25 23:56,0.00,0.00,30.09
JRB,2025-04-26 00:56,M,6.00,30.10
JRB,2025-04-26 01:56,210.00,5.00,30.10
JRB,2025-04-26 02:56,M,3.00,30.07
JRB,2025-04-26 03:56,0.00,0.00,30.05
JRB,2025-04-26 04:56,0.00,0.00,30.03
JRB,2025-04-26 05:56,0.00,0.00,30.00
JRB,2025-04-26 06:56,50.00,3.00,29.96
JRB,2025-04-26 07:56,M,3.00,29.93
JRB,2025-04-26 08:56,0.00,0.00,29.91
JRB,2025-04-26 09:06,M,4.00,29.90
JRB,2025-04-26 09:56,M,3.00,29.89
JRB,2025-04-26 10:56,M,5.00,29.88
JRB,2025-04-26 11:07,M,3.00,29.88
JRB,2025-04-26 11:51,M,3.00,29.87
JRB,2025-04-26 11:56,0.00,0.00,29.87
JRB,2025-04-26 12:31,280.00,3.00,29.86
JRB,2025-04-26 12:56,280.00,3.00,29.85
JRB,2025-04-26 13:56,270.00,4.00,29.83
JRB,2025-04-26 14:18,240.00,3.00,29.83
JRB,2025-04-26 14:56,260.00,5.00,29.82
JRB,2025-04-26 15:56,260.00,13.00,29.80
JRB,2025-04-26 16:14,270.00,10.00,29.80
JRB,2025-04-26 16:56,270.00,11.00,29.79
JRB,2025-04-26 17:56,280.00,15.00,29.78
JRB,2025-04-26 18:06,260.00,12.00,29.77
JRB,2025-04-26 18:26,270.00,12.00,29.77
JRB,2025-04-26 18:56,270.00,13.00,29.76
JRB,2025-04-26 19:56,260.00,10.00,29.75
JRB,2025-04-26 20:40,270.00,6.00,29.74
JRB,2025-04-26 20:56,260.00,6.00,29.74
JRB,2025-04-26 21:03,250.00,6.00,29.73
JRB,2025-04-26 21:56,250.00,9.00,29.73
JRB,2025-04-26 22:06,240.00,10.00,29.73
JRB,2025-04-26 22:16,250.00,8.00,29.73
JRB,2025-04-26 22:56,240.00,8.00,29.72
JRB,2025-04-26 23:11,M,4.00,29.74
JRB,2025-04-26 23:17,M,4.00,29.75
JRB,2025-04-26 23:24,270.00,11.00,29.75
JRB,2025-04-26 23:31,280.00,8.00,29.74
JRB,2025-04-26 23:34,260.00,9.00,29.74
JRB,2025-04-26 23:44,270.00,9.00,29.75
JRB,2025-04-26 23:56,M,4.00,29.75
JRB,2025-04-27 00:56,50.00,7.00,29.80
JRB,2025-04-27 01:21,0.00,0.00,29.81
JRB,2025-04-27 01:56,M,3.00,29.84
JRB,2025-04-27 02:56,M,5.00,29.86
JRB,2025-04-27 03:56,270.00,7.00,29.90
JRB,2025-04-27 04:56,M,4.00,29.91
JRB,2025-04-27 05:56,M,5.00,29.90
JRB,2025-04-27 06:56,M,3.00,29.89
JRB,2025-04-27 07:56,M,4.00,29.89
JRB,2025-04-27 08:56,M,3.00,29.90
JRB,2025-04-27 09:56,M,4.00,29.91
JRB,2025-04-27 10:56,0.00,0.00,29.93
JRB,2025-04-27 11:56,M,4.00,29.94
JRB,2025-04-27 12:56,M,4.00,29.94
JRB,2025-04-27 13:56,M,3.00,29.94
JRB,2025-04-27 14:56,270.00,7.00,29.94
JRB,2025-04-27 15:56,M,6.00,29.94
JRB,2025-04-27 16:56,M,4.00,29.95
JRB,2025-04-27 17:56,M,4.00,29.96
JRB,2025-04-27 18:56,M,5.00,29.97
JRB,2025-04-27 19:56,M,5.00,29.96
JRB,2025-04-27 20:56,M,6.00,29.98
JRB,2025-04-27 21:56,M,4.00,30.02
JRB,2025-04-27 22:56,150.00,10.00,30.05
JRB,2025-04-27 23:56,190.00,5.00,30.09
JRB,2025-04-28 00:56,270.00,3.00,30.12
JRB,2025-04-28 01:56,260.00,5.00,30.14
JRB,2025-04-28 02:56,M,6.00,30.15
JRB,2025-04-28 03:56,0.00,0.00,30.16
JRB,2025-04-28 04:56,250.00,5.00,30.18
JRB,2025-04-28 05:56,0.00,0.00,30.19
JRB,2025-04-28 06:56,260.00,3.00,30.20
JRB,2025-04-28 07:56,260.00,4.00,30.21
JRB,2025-04-28 08:56,0.00,0.00,30.23
JRB,2025-04-28 11:56,M,3.00,30.31
JRB,2025-04-28 12:56,0.00,0.00,30.32
JRB,2025-04-28 13:56,130.00,3.00,30.33
JRB,2025-04-28 14:56,270.00,6.00,30.33
JRB,2025-04-28 15:56,M,6.00,30.32
JRB,2025-04-28 16:56,230.00,6.00,30.31
JRB,2025-04-28 17:56,M,3.00,30.30
JRB,2025-04-28 18:56,M,4.00,30.29
JRB,2025-04-28 19:56,230.00,4.00,30.27
JRB,2025-04-28 20:56,220.00,7.00,30.25
JRB,2025-04-28 21:56,M,3.00,30.26
JRB,2025-04-28 22:56,0.00,0.00,30.26
JRB,2025-04-28 23:56,0.00,0.00,30.26
JRB,2025-04-29 00:56,M,3.00,30.28
JRB,2025-04-29 01:56,260.00,4.00,30.27
JRB,2025-04-29 02:56,M,5.00,30.27
JRB,2025-04-29 03:56,250.00,5.00,30.27
JRB,2025-04-29 04:56,280.00,9.00,30.26
JRB,2025-04-29 05:56,260.00,5.00,30.26
JRB,2025-04-29 06:56,270.00,8.00,30.24
JRB,2025-04-29 07:56,250.00,5.00,30.25
JRB,2025-04-29 08:56,220.00,4.00,30.25
JRB,2025-04-29 09:56,270.00,6.00,30.25
JRB,2025-04-29 10:56,280.00,6.00,30.25
JRB,2025-04-29 11:56,280.00,9.00,30.25
JRB,2025-04-29 12:56,270.00,9.00,30.23
JRB,2025-04-29 13:56,240.00,10.00,30.20
JRB,2025-04-29 14:56,230.00,11.00,30.18
JRB,2025-04-29 15:56,240.00,7.00,30.14
JRB,2025-04-29 16:56,250.00,7.00,30.11
JRB,2025-04-29 17:56,220.00,8.00,30.07
JRB,2025-04-29 18:56,M,3.00,30.03
JRB,2025-04-29 19:56,200.00,5.00,30.00
JRB,2025-04-29 20:56,M,3.00,29.95
JRB,2025-04-29 21:56,M,5.00,29.93
JRB,2025-04-29 22:56,240.00,7.00,29.91
JRB,2025-04-29 23:56,230.00,8.00,29.91
JRB,2025-04-30 00:56,250.00,7.00,29.92
JRB,2025-04-30 01:56,250.00,8.00,29.93
JRB,2025-04-30 02:56,250.00,8.00,29.91
JRB,2025-04-30 03:56,230.00,11.00,29.90
JRB,2025-04-30 04:56,250.00,6.00,29.88
JRB,2025-04-30 05:56,280.00,10.00,29.88
JRB,2025-04-30 06:56,270.00,8.00,29.89
JRB,2025-04-30 07:56,250.00,7.00,29.88
JRB,2025-04-30 08:56,250.00,5.00,29.87
JRB,2025-04-30 09:56,260.00,5.00,29.88
JRB,2025-04-30 10:56,260.00,6.00,29.90
JRB,2025-04-30 11:56,0.00,0.00,29.93
JRB,2025-04-30 12:56,M,3.00,29.95
JRB,2025-04-30 13:56,0.00,0.00,29.98
JRB,2025-04-30 14:56,0.00,0.00,30.00
JRB,2025-04-30 15:56,M,5.00,30.00
JRB,2025-04-30 16:56,250.00,8.00,30.00
JRB,2025-04-30 17:56,250.00,8.00,30.01
JRB,2025-04-30 18:56,M,6.00,30.00
JRB,2025-04-30 19:56,M,4.00,30.00
JRB,2025-04-30 20:56,240.00,6.00,30.02
JRB,2025-04-30 21:56,M,4.00,30.03
JRB,2025-04-30 22:56,0.00,0.00,30.05
JRB,2025-04-30 23:56,M,3.00,30.06
JRB,2025-05-01 00:56,0.00,0.00,30.09
JRB,2025-05-01 01:56,250.00,3.00,30.11
JRB,2025-05-01 02:56,0.00,0.00,30.12
JRB,2025-05-01 03:56,M,5.00,30.12
JRB,2025-05-01 04:56,50.00,6.00,30.12
JRB,2025-05-01 05:56,50.00,9.00,30.12
JRB,2025-05-01 06:56,60.00,9.00,30.13
JRB,2025-05-01 07:56,50.00,7.00,30.15
JRB,2025-05-01 08:56,60.00,9.00,30.15
JRB,2025-05-01 09:56,40.00,9.00,30.16
JRB,2025-05-01 10:56,60.00,7.00,30.18
JRB,2025-05-01 11:56,50.00,8.00,30.19
JRB,2025-05-01 12:56,50.00,5.00,30.19
JRB,2025-05-01 13:56,130.00,6.00,30.19
JRB,2025-05-01 14:56,160.00,8.00,30.19
JRB,2025-05-01 15:56,140.00,10.00,30.18
JRB,2025-05-01 16:56,140.00,8.00,30.15
JRB,2025-05-01 17:56,120.00,8.00,30.15
JRB,2025-05-01 18:56,150.00,8.00,30.14
JRB,2025-05-01 19:56,150.00,12.00,30.12
JRB,2025-05-01 20:56,100.00,7.00,30.10
JRB,2025-05-01 21:56,100.00,7.00,30.08
JRB,2025-05-01 22:56,130.00,9.00,30.06
JRB,2025-05-01 23:56,M,4.00,30.05
JRB,2025-05-02 00:56,60.00,6.00,30.05
JRB,2025-05-02 01:56,60.00,9.00,30.04
JRB,2025-05-02 02:03,60.00,8.00,30.03
JRB,2025-05-02 02:56,M,6.00,30.01
JRB,2025-05-02 03:41,130.00,7.00,30.00
JRB,2025-05-02 03:56,M,6.00,29.99
JRB,2025-05-02 04:36,110.00,4.00,29.96
JRB,2025-05-02 04:51,60.00,4.00,29.96
JRB,2025-05-02 04:56,0.00,0.00,29.95
JRB,2025-05-02 05:30,M,4.00,29.94
JRB,2025-05-02 05:56,120.00,3.00,29.94
JRB,2025-05-02 06:56,0.00,0.00,29.91
JRB,2025-05-02 07:56,40.00,5.00,29.88
JRB,2025-05-02 08:05,40.00,5.00,29.88
JRB,2025-05-02 08:56,0.00,0.00,29.89
JRB,2025-05-02 09:56,0.00,0.00,29.88
JRB,2025-05-02 10:56,0.00,0.00,29.88
JRB,2025-05-02 11:56,260.00,4.00,29.90
JRB,2025-05-02 12:56,260.00,3.00,29.91
JRB,2025-05-02 13:56,M,4.00,29.91
JRB,2025-05-02 14:56,260.00,9.00,29.91
JRB,2025-05-02 15:56,270.00,4.00,29.89
JRB,2025-05-02 16:56,260.00,6.00,29.88
JRB,2025-05-02 17:56,0.00,0.00,29.86
JRB,2025-05-02 18:56,260.00,6.00,29.85
JRB,2025-05-02 19:56,260.00,6.00,29.84
JRB,2025-05-02 20:56,280.00,6.00,29.83
JRB,2025-05-02 21:56,0.00,0.00,29.84
JRB,2025-05-02 22:56,0.00,0.00,29.84
JRB,2025-05-02 23:56,0.00,0.00,29.85
JRB,2025-05-03 00:56,40.00,6.00,29.86
JRB,2025-05-03 01:56,0.00,0.00,29.89
JRB,2025-05-03 02:56,280.00,5.00,29.90
JRB,2025-05-03 03:56,230.00,5.00,29.90
JRB,2025-05-03 04:56,M,4.00,29.89
JRB,2025-05-03 05:56,220.00,5.00,29.89
JRB,2025-05-03 06:56,0.00,0.00,29.88
JRB,2025-05-03 07:56,40.00,4.00,29.88
JRB,2025-05-03 08:56,40.00,6.00,29.88
JRB,2025-05-03 09:56,40.00,6.00,29.88
JRB,2025-05-03 10:56,40.00,4.00,29.89
JRB,2025-05-03 11:56,40.00,4.00,29.89
JRB,2025-05-03 12:56,0.00,0.00,29.89
JRB,2025-05-03 13:56,260.00,3.00,29.89
JRB,2025-05-03 14:56,210.00,7.00,29.88
JRB,2025-05-03 15:56,160.00,5.00,29.87
JRB,2025-05-03 16:56,160.00,5.00,29.86
JRB,2025-05-03 17:56,M,3.00,29.84
JRB,2025-05-03 18:56,260.00,16.00,29.82
JRB,2025-05-03 19:56,260.00,14.00,29.81
JRB,2025-05-03 20:56,260.00,12.00,29.83
JRB,2025-05-03 21:56,260.00,10.00,29.83
JRB,2025-05-03 22:56,270.00,7.00,29.84
JRB,2025-05-03 23:56,40.00,4.00,29.86
JRB,2025-05-04 00:56,30.00,7.00,29.89
JRB,2025-05-04 01:56,50.00,4.00,29.90
JRB,2025-05-04 02:27,M,3.00,29.90
JRB,2025-05-04 02:56,0.00,0.00,29.91
JRB,2025-05-04 03:12,0.00,0.00,29.91
JRB,2025-05-04 03:56,290.00,5.00,29.91
JRB,2025-05-04 04:56,250.00,4.00,29.92
JRB,2025-05-04 05:56,0.00,0.00,29.90
JRB,2025-05-04 06:56,0.00,0.00,29.90
JRB,2025-05-04 07:56,M,3.00,29.89
JRB,2025-05-04 08:56,M,3.00,29.89
JRB,2025-05-04 09:56,0.00,0.00,29.90
JRB,2025-05-04 10:56,40.00,3.00,29.92
JRB,2025-05-04 11:56,20.00,3.00,29.92
JRB,2025-05-04 12:06,30.00,3.00,29.92
JRB,2025-05-04 12:48,0.00,0.00,29.93
JRB,2025-05-04 12:56,0.00,0.00,29.93
JRB,2025-05-04 13:56,40.00,6.00,29.93
JRB,2025-05-04 14:56,130.00,4.00,29.94
JRB,2025-05-04 15:56,170.00,4.00,29.94
JRB,2025-05-04 16:46,180.00,5.00,29.93
JRB,2025-05-04 16:56,M,5.00,29.94
JRB,2025-05-04 17:06,150.00,4.00,29.92
JRB,2025-05-04 17:17,0.00,0.00,29.93
JRB,2025-05-04 17:36,150.00,5.00,29.93
JRB,2025-05-04 17:56,160.00,7.00,29.94
JRB,2025-05-04 18:15,M,4.00,29.93
JRB,2025-05-04 18:26,170.00,7.00,29.93
JRB,2025-05-04 18:56,160.00,10.00,29.94
JRB,2025-05-04 19:11,190.00,7.00,29.94
JRB,2025-05-04 19:56,M,3.00,29.93
JRB,2025-05-04 20:56,180.00,5.00,29.94
JRB,2025-05-04 21:08,160.00,5.00,29.95
JRB,2025-05-04 21:27,0.00,0.00,29.95
JRB,2025-05-04 21:46,M,4.00,29.94
JRB,2025-05-04 21:56,0.00,0.00,29.94
JRB,2025-05-04 22:31,M,4.00,29.94
JRB,2025-05-04 22:56,130.00,6.00,29.95
JRB,2025-05-04 23:04,M,3.00,29.95
JRB,2025-05-04 23:35,30.00,7.00,29.95
JRB,2025-05-04 23:54,40.00,7.00,29.96
JRB,2025-05-04 23:56,30.00,6.00,29.96
JRB,2025-05-05 00:56,40.00,7.00,29.96
JRB,2025-05-05 01:31,100.00,4.00,29.99
JRB,2025-05-05 01:56,0.00,0.00,30.00
JRB,2025-05-05 02:56,40.00,4.00,30.00
JRB,2025-05-05 03:56,0.00,0.00,30.01
JRB,2025-05-05 04:31,40.00,5.00,30.01
JRB,2025-05-05 04:39,50.00,4.00,30.02
JRB,2025-05-05 04:56,50.00,4.00,30.02
JRB,2025-05-05 05:56,50.00,6.00,30.02
JRB,2025-05-05 06:05,50.00,6.00,30.02
JRB,2025-05-05 06:56,40.00,6.00,30.01
JRB,2025-05-05 07:56,40.00,5.00,30.03
JRB,2025-05-05 08:56,50.00,7.00,30.03
JRB,2025-05-05 09:56,30.00,9.00,30.04
JRB,2025-05-05 10:40,60.00,8.00,30.06
JRB,2025-05-05 10:53,50.00,9.00,30.06
JRB,2025-05-05 10:56,50.00,9.00,30.06
JRB,2025-05-05 11:06,60.00,9.00,30.06
JRB,2025-05-05 11:20,60.00,9.00,30.07
JRB,2025-05-05 11:42,60.00,9.00,30.07
JRB,2025-05-05 11:56,50.00,11.00,30.07
JRB,2025-05-05 12:56,30.00,13.00,30.08
JRB,2025-05-05 13:56,70.00,9.00,30.12
JRB,2025-05-05 14:56,30.00,12.00,30.11
JRB,2025-05-05 15:56,40.00,10.00,30.12
JRB,2025-05-05 16:56,40.00,7.00,30.11
JRB,2025-05-05 17:56,60.00,9.00,30.11
JRB,2025-05-05 18:30,40.00,8.00,30.10
JRB,2025-05-05 18:52,50.00,8.00,30.10
JRB,2025-05-05 18:56,50.00,7.00,30.09
JRB,2025-05-05 19:56,50.00,10.00,30.09
JRB,2025-05-05 20:25,50.00,8.00,30.09
JRB,2025-05-05 20:54,40.00,6.00,30.09
JRB,2025-05-05 20:56,30.00,6.00,30.09
JRB,2025-05-05 21:11,30.00,5.00,30.09
JRB,2025-05-05 21:21,40.00,6.00,30.09
JRB,2025-05-05 21:40,80.00,8.00,30.09
JRB,2025-05-05 21:56,70.00,8.00,30.09
JRB,2025-05-05 22:41,50.00,7.00,30.09
JRB,2025-05-05 22:56,40.00,9.00,30.09
JRB,2025-05-05 23:04,50.00,6.00,30.10
JRB,2025-05-05 23:23,70.00,5.00,30.10
JRB,2025-05-05 23:56,M,5.00,30.10
JRB,2025-05-06 00:56,M,5.00,30.12
JRB,2025-05-06 01:56,M,6.00,30.13
JRB,2025-05-06 02:56,50.00,10.00,30.12
JRB,2025-05-06 03:14,50.00,9.00,30.12
JRB,2025-05-06 03:56,40.00,8.00,30.12
JRB,2025-05-06 04:03,50.00,8.00,30.12
JRB,2025-05-06 04:56,50.00,5.00,30.12
