station,valid,drct,sknt,alti
JRB,2025-07-02 10:56,270.00,5.00,29.88
JRB,2025-07-02 11:56,270.00,5.00,29.89
JRB,2025-07-02 12:56,230.00,4.00,29.89
JRB,2025-07-02 13:53,240.00,5.00,29.91
JRB,2025-07-02 13:56,250.00,5.00,29.91
JRB,2025-07-02 14:56,240.00,4.00,29.91
JRB,2025-07-02 15:04,240.00,4.00,29.91
JRB,2025-07-02 15:56,210.00,4.00,29.90
JRB,2025-07-02 16:56,210.00,4.00,29.89
JRB,2025-07-02 17:56,210.00,4.00,29.88
JRB,2025-07-02 18:56,230.00,8.00,29.86
JRB,2025-07-02 19:56,220.00,6.00,29.85
JRB,2025-07-02 20:56,230.00,7.00,29.84
JRB,2025-07-02 21:56,170.00,7.00,29.85
JRB,2025-07-02 22:56,140.00,6.00,29.85
JRB,2025-07-02 23:56,40.00,3.00,29.84
JRB,2025-07-03 00:56,0.00,0.00,29.85
JRB,2025-07-03 01:56,0.00,0.00,29.86
JRB,2025-07-03 02:56,280.00,3.00,29.86
JRB,2025-07-03 03:56,240.00,3.00,29.86
JRB,2025-07-03 04:56,230.00,4.00,29.86
JRB,2025-07-03 05:56,0.00,0.00,29.85
JRB,2025-07-03 06:56,260.00,4.00,29.85
JRB,2025-07-03 07:56,260.00,4.00,29.85
JRB,2025-07-03 08:56,270.00,5.00,29.86
JRB,2025-07-03 09:56,270.00,3.00,29.86
JRB,2025-07-03 10:56,0.00,0.00,29.86
JRB,2025-07-03 11:56,0.00,0.00,29.87
JRB,2025-07-03 12:56,210.00,4.00,29.87
JRB,2025-07-03 13:56,M,5.00,29.87
JRB,2025-07-03 14:56,M,3.00,29.87
JRB,2025-07-03 15:56,230.00,5.00,29.86
JRB,2025-07-03 16:56,210.00,10.00,29.85
JRB,2025-07-03 17:56,250.00,7.00,29.83
JRB,2025-07-03 18:56,230.00,10.00,29.81
JRB,2025-07-03 19:56,230.00,7.00,29.80
JRB,2025-07-03 20:56,260.00,10.00,29.80
JRB,2025-07-03 21:56,0.00,0.00,29.82
JRB,2025-07-03 22:56,M,5.00,29.87
JRB,2025-07-03 23:56,210.00,4.00,29.88
JRB,2025-07-04 00:56,270.00,5.00,29.90
JRB,2025-07-04 01:56,240.00,7.00,29.95
JRB,2025-07-04 02:56,230.00,3.00,29.96
JRB,2025-07-04 03:56,260.00,5.00,29.98
JRB,2025-07-04 04:56,M,3.00,29.98
JRB,2025-07-04 05:56,250.00,5.00,29.98
JRB,2025-07-04 06:56,M,3.00,29.98
JRB,2025-07-04 07:56,270.00,4.00,29.99
JRB,2025-07-04 08:56,0.00,0.00,30.01
JRB,2025-07-04 09:56,290.00,4.00,30.02
JRB,2025-07-04 10:56,270.00,4.00,30.04
JRB,2025-07-04 11:56,M,3.00,30.06
JRB,2025-07-04 12:56,0.00,0.00,30.07
JRB,2025-07-04 13:56,M,4.00,30.08
JRB,2025-07-04 14:56,M,3.00,30.08
JRB,2025-07-04 15:56,M,4.00,30.08
JRB,2025-07-04 16:56,M,6.00,30.07
JRB,2025-07-04 17:56,240.00,9.00,30.07
JRB,2025-07-04 18:56,250.00,9.00,30.07
JRB,2025-07-04 19:56,250.00,7.00,30.07
JRB,2025-07-04 20:56,240.00,8.00,30.07
JRB,2025-07-04 21:56,250.00,7.00,30.07
JRB,2025-07-04 22:56,0.00,0.00,30.08
JRB,2025-07-04 23:56,0.00,0.00,30.10
JRB,2025-07-05 00:05,0.00,0.00,30.10
JRB,2025-07-05 00:56,0.00,0.00,30.11
JRB,2025-07-05 01:56,0.00,0.00,30.12
JRB,2025-07-05 02:56,0.00,0.00,30.13
JRB,2025-07-05 03:56,0.00,0.00,30.13
JRB,2025-07-05 04:56,M,3.00,30.13
JRB,2025-07-05 05:56,0.00,0.00,30.14
JRB,2025-07-05 06:56,40.00,5.00,30.14
JRB,2025-07-05 07:56,0.00,0.00,30.15
JRB,2025-07-05 08:56,40.00,6.00,30.16
JRB,2025-07-05 09:56,40.00,6.00,30.17
JRB,2025-07-05 10:56,80.00,4.00,30.18
JRB,2025-07-05 11:56,50.00,7.00,30.18
JRB,2025-07-05 12:56,0.00,0.00,30.19
JRB,2025-07-05 13:56,M,3.00,30.19
JRB,2025-07-05 14:56,260.00,5.00,30.19
JRB,2025-07-05 15:56,250.00,5.00,30.19
JRB,2025-07-05 16:56,220.00,5.00,30.18
JRB,2025-07-05 17:56,210.00,8.00,30.16
JRB,2025-07-05 18:56,230.00,10.00,30.15
JRB,2025-07-05 19:56,220.00,9.00,30.14
JRB,2025-07-05 20:56,190.00,9.00,30.13
JRB,2025-07-05 21:56,190.00,4.00,30.12
JRB,2025-07-05 22:56,180.00,6.00,30.11
JRB,2025-07-05 23:56,M,3.00,30.10
JRB,2025-07-06 00:56,230.00,5.00,30.10
JRB,2025-07-06 01:56,240.00,6.00,30.11
JRB,2025-07-06 02:56,240.00,6.00,30.11
JRB,2025-07-06 03:56,240.00,6.00,30.11
JRB,2025-07-06 04:56,250.00,8.00,30.10
JRB,2025-07-06 05:56,250.00,7.00,30.10
JRB,2025-07-06 06:56,240.00,7.00,30.09
JRB,2025-07-06 07:56,240.00,6.00,30.10
JRB,2025-07-06 08:56,250.00,6.00,30.10
JRB,2025-07-06 09:56,250.00,8.00,30.11
JRB,2025-07-06 10:56,250.00,6.00,30.10
JRB,2025-07-06 11:56,240.00,6.00,30.11
JRB,2025-07-06 12:56,240.00,4.00,30.11
JRB,2025-07-06 13:56,240.00,6.00,30.10
JRB,2025-07-06 14:56,210.00,8.00,30.10
JRB,2025-07-06 15:56,220.00,6.00,30.08
JRB,2025-07-06 16:56,210.00,9.00,30.08
JRB,2025-07-06 17:56,210.00,9.00,30.06
JRB,2025-07-06 18:56,220.00,8.00,30.04
JRB,2025-07-06 19:56,180.00,6.00,30.03
JRB,2025-07-06 20:56,230.00,12.00,30.01
JRB,2025-07-06 21:56,230.00,7.00,29.99
JRB,2025-07-06 22:56,260.00,5.00,29.99
JRB,2025-07-06 23:56,M,4.00,30.00
JRB,2025-07-07 00:56,210.00,10.00,30.01
JRB,2025-07-07 01:56,230.00,8.00,30.03
JRB,2025-07-07 02:56,230.00,6.00,30.03
JRB,2025-07-07 03:56,260.00,6.00,30.03
JRB,2025-07-07 04:56,260.00,5.00,30.04
JRB,2025-07-07 05:56,M,5.00,30.03
JRB,2025-07-07 06:56,230.00,4.00,30.02
JRB,2025-07-07 07:41,230.00,5.00,30.01
JRB,2025-07-07 07:56,240.00,5.00,30.01
JRB,2025-07-07 08:56,240.00,5.00,30.01
JRB,2025-07-07 09:56,250.00,5.00,30.01
JRB,2025-07-07 10:56,220.00,5.00,30.02
JRB,2025-07-07 11:56,250.00,4.00,30.02
JRB,2025-07-07 12:33,0.00,0.00,30.02
JRB,2025-07-07 12:44,0.00,0.00,30.02
JRB,2025-07-07 12:56,210.00,4.00,30.02
JRB,2025-07-07 13:05,0.00,0.00,30.02
JRB,2025-07-07 13:25,270.00,3.00,30.01
JRB,2025-07-07 13:56,M,3.00,30.01
JRB,2025-07-07 14:21,280.00,3.00,30.01
JRB,2025-07-07 14:31,260.00,4.00,30.01
JRB,2025-07-07 14:56,270.00,4.00,30.01
JRB,2025-07-07 15:37,140.00,4.00,30.00
JRB,2025-07-07 15:51,M,4.00,30.00
JRB,2025-07-07 15:56,170.00,6.00,30.00
JRB,2025-07-07 16:56,140.00,9.00,29.99
JRB,2025-07-07 17:56,140.00,8.00,29.97
JRB,2025-07-07 18:56,140.00,7.00,29.96
JRB,2025-07-07 19:56,170.00,9.00,29.94
JRB,2025-07-07 20:56,170.00,8.00,29.93
JRB,2025-07-07 21:56,180.00,7.00,29.93
JRB,2025-07-07 22:56,M,4.00,29.94
JRB,2025-07-07 23:56,M,4.00,29.95
JRB,2025-07-08 00:53,M,3.00,29.95
JRB,2025-07-08 00:56,M,4.00,29.95
JRB,2025-07-08 01:56,130.00,4.00,29.96
JRB,2025-07-08 02:08,140.00,7.00,29.96
JRB,2025-07-08 02:56,0.00,0.00,29.97
JRB,2025-07-08 03:56,270.00,4.00,29.95
JRB,2025-07-08 04:28,0.00,0.00,29.94
JRB,2025-07-08 04:56,270.00,3.00,29.94
JRB,2025-07-08 05:56,240.00,3.00,29.94
JRB,2025-07-08 06:56,0.00,0.00,29.94
JRB,2025-07-08 07:56,240.00,5.00,29.94
JRB,2025-07-08 08:56,200.00,4.00,29.94
JRB,2025-07-08 09:56,210.00,4.00,29.96
JRB,2025-07-08 10:56,220.00,5.00,29.98
JRB,2025-07-08 11:56,230.00,4.00,29.99
JRB,2025-07-08 12:56,220.00,4.00,29.99
JRB,2025-07-08 13:56,190.00,5.00,30.00
JRB,2025-07-08 14:56,220.00,5.00,30.00
JRB,2025-07-08 15:56,230.00,4.00,30.00
JRB,2025-07-08 16:56,250.00,6.00,29.98
JRB,2025-07-08 17:56,240.00,8.00,29.97
JRB,2025-07-08 18:56,250.00,10.00,29.96
JRB,2025-07-08 19:56,250.00,9.00,29.95
JRB,2025-07-08 20:56,260.00,5.00,29.94
JRB,2025-07-08 21:56,260.00,4.00,29.94
JRB,2025-07-08 22:56,270.00,4.00,29.95
JRB,2025-07-08 23:44,240.00,12.00,29.98
JRB,2025-07-08 23:56,260.00,21.00,29.99
JRB,2025-07-09 00:42,260.00,6.00,29.99
JRB,2025-07-09 00:56,250.00,6.00,29.99
JRB,2025-07-09 01:56,260.00,4.00,30.01
JRB,2025-07-09 02:56,260.00,3.00,30.01
JRB,2025-07-09 03:56,270.00,6.00,30.00
JRB,2025-07-09 04:56,260.00,7.00,30.00
JRB,2025-07-09 05:56,250.00,7.00,30.00
JRB,2025-07-09 06:56,260.00,7.00,29.99
JRB,2025-07-09 07:56,260.00,8.00,29.99
JRB,2025-07-09 08:56,250.00,5.00,29.99
JRB,2025-07-09 09:56,260.00,6.00,30.00
JRB,2025-07-09 10:56,260.00,6.00,30.02
JRB,2025-07-09 11:56,240.00,5.00,30.03
JRB,2025-07-09 12:15,230.00,6.00,30.02
JRB,2025-07-09 12:56,210.00,5.00,30.02
JRB,2025-07-09 13:56,240.00,6.00,30.02
JRB,2025-07-09 14:56,M,5.00,30.02
JRB,2025-07-09 15:56,230.00,3.00,30.02
JRB,2025-07-09 16:56,210.00,6.00,30.01
JRB,2025-07-09 17:56,230.00,9.00,30.00
JRB,2025-07-09 18:56,230.00,7.00,29.99
JRB,2025-07-09 19:56,220.00,8.00,29.96
JRB,2025-07-09 20:56,210.00,7.00,29.95
JRB,2025-07-09 21:56,200.00,7.00,29.94
JRB,2025-07-09 22:56,230.00,7.00,29.94
JRB,2025-07-09 23:56,250.00,5.00,29.95
JRB,2025-07-10 00:56,250.00,6.00,29.96
JRB,2025-07-10 01:56,250.00,3.00,29.97
JRB,2025-07-10 02:56,260.00,5.00,29.97
JRB,2025-07-10 03:56,240.00,4.00,29.98
JRB,2025-07-10 04:56,270.00,4.00,29.97
JRB,2025-07-10 05:56,190.00,4.00,29.96
JRB,2025-07-10 06:56,160.00,3.00,29.94
JRB,2025-07-10 07:56,250.00,3.00,29.94
JRB,2025-07-10 08:56,0.00,0.00,29.94
JRB,2025-07-10 09:56,0.00,0.00,29.95
JRB,2025-07-10 10:39,140.00,3.00,29.95
JRB,2025-07-10 10:47,0.00,0.00,29.95
JRB,2025-07-10 10:56,240.00,3.00,29.96
JRB,2025-07-10 11:04,0.00,0.00,29.96
JRB,2025-07-10 11:31,0.00,0.00,29.96
JRB,2025-07-10 11:56,0.00,0.00,29.97
JRB,2025-07-10 12:56,260.00,3.00,29.98
JRB,2025-07-10 13:36,270.00,4.00,29.98
JRB,2025-07-10 13:56,260.00,6.00,29.99
JRB,2025-07-10 14:56,M,3.00,29.99
JRB,2025-07-10 15:56,230.00,4.00,29.99
JRB,2025-07-10 16:53,240.00,4.00,29.98
JRB,2025-07-10 16:56,240.00,4.00,29.98
JRB,2025-07-10 17:56,200.00,4.00,29.99
JRB,2025-07-10 18:56,260.00,3.00,29.97
JRB,2025-07-10 19:56,200.00,9.00,29.97
JRB,2025-07-10 20:56,170.00,4.00,29.95
JRB,2025-07-10 21:56,140.00,7.00,29.96
JRB,2025-07-10 22:56,190.00,5.00,29.96
JRB,2025-07-10 23:56,150.00,4.00,29.97
JRB,2025-07-11 00:56,160.00,5.00,29.97
JRB,2025-07-11 01:56,0.00,0.00,29.98
JRB,2025-07-11 02:56,0.00,0.00,30.00
JRB,2025-07-11 03:56,0.00,0.00,30.00
JRB,2025-07-11 04:56,150.00,6.00,30.01
JRB,2025-07-11 05:56,150.00,3.00,30.01
JRB,2025-07-11 06:49,140.00,5.00,30.01
JRB,2025-07-11 06:56,180.00,5.00,30.00
JRB,2025-07-11 07:29,150.00,3.00,30.00
JRB,2025-07-11 07:49,0.00,0.00,30.00
JRB,2025-07-11 07:56,0.00,0.00,30.00
JRB,2025-07-11 08:22,0.00,0.00,30.00
JRB,2025-07-11 08:56,0.00,0.00,30.00
JRB,2025-07-11 09:37,0.00,0.00,30.00
JRB,2025-07-11 09:56,0.00,0.00,30.01
JRB,2025-07-11 10:54,0.00,0.00,30.02
JRB,2025-07-11 10:56,0.00,0.00,30.02
JRB,2025-07-11 11:56,50.00,4.00,30.03
JRB,2025-07-11 12:56,60.00,4.00,30.04
JRB,2025-07-11 13:56,230.00,4.00,30.04
JRB,2025-07-11 14:56,250.00,6.00,30.04
JRB,2025-07-11 15:20,210.00,6.00,30.04
JRB,2025-07-11 15:56,240.00,6.00,30.04
JRB,2025-07-11 16:56,240.00,6.00,30.04
JRB,2025-07-11 17:43,M,3.00,30.05
JRB,2025-07-11 17:56,150.00,9.00,30.05
JRB,2025-07-11 18:38,170.00,6.00,30.04
JRB,2025-07-11 18:56,150.00,7.00,30.05
JRB,2025-07-11 19:25,M,6.00,30.05
JRB,2025-07-11 19:56,170.00,7.00,30.04
JRB,2025-07-11 20:56,160.00,4.00,30.03
JRB,2025-07-11 21:56,150.00,8.00,30.03
JRB,2025-07-11 22:56,160.00,5.00,30.04
JRB,2025-07-11 23:09,M,4.00,30.04
JRB,2025-07-11 23:56,160.00,5.00,30.04
JRB,2025-07-12 00:56,170.00,7.00,30.05
JRB,2025-07-12 01:03,180.00,6.00,30.05
JRB,2025-07-12 01:56,160.00,4.00,30.07
JRB,2025-07-12 02:56,180.00,6.00,30.07
JRB,2025-07-12 03:56,170.00,5.00,30.07
JRB,2025-07-12 04:56,0.00,0.00,30.08
JRB,2025-07-12 05:56,0.00,0.00,30.09
JRB,2025-07-12 06:44,0.00,0.00,30.08
JRB,2025-07-12 06:56,0.00,0.00,30.08
JRB,2025-07-12 07:56,0.00,0.00,30.08
JRB,2025-07-12 08:56,0.00,0.00,30.08
JRB,2025-07-12 09:56,150.00,4.00,30.08
JRB,2025-07-12 10:56,50.00,4.00,30.09
JRB,2025-07-12 11:12,40.00,4.00,30.09
JRB,2025-07-12 11:56,0.00,0.00,30.09
JRB,2025-07-12 12:56,270.00,4.00,30.10
JRB,2025-07-12 13:32,210.00,3.00,30.10
JRB,2025-07-12 13:56,M,4.00,30.10
JRB,2025-07-12 14:56,240.00,7.00,30.10
JRB,2025-07-12 15:56,270.00,7.00,30.11
JRB,2025-07-12 16:52,270.00,5.00,30.10
JRB,2025-07-12 16:56,M,5.00,30.10
JRB,2025-07-12 17:56,130.00,6.00,30.09
JRB,2025-07-12 18:56,140.00,7.00,30.10
JRB,2025-07-12 19:56,150.00,8.00,30.08
JRB,2025-07-12 20:07,M,5.00,30.08
JRB,2025-07-12 20:26,150.00,11.00,30.08
JRB,2025-07-12 20:36,130.00,10.00,30.09
JRB,2025-07-12 20:56,160.00,12.00,30.09
JRB,2025-07-12 21:56,110.00,6.00,30.07
JRB,2025-07-12 22:32,130.00,7.00,30.07
JRB,2025-07-12 22:56,120.00,5.00,30.07
JRB,2025-07-12 23:56,140.00,3.00,30.08
JRB,2025-07-13 00:10,170.00,4.00,30.08
JRB,2025-07-13 00:56,160.00,8.00,30.09
JRB,2025-07-13 01:56,150.00,6.00,30.10
JRB,2025-07-13 02:56,180.00,4.00,30.10
JRB,2025-07-13 03:56,120.00,4.00,30.10
JRB,2025-07-13 04:38,90.00,4.00,30.10
JRB,2025-07-13 04:56,140.00,5.00,30.11
JRB,2025-07-13 05:56,130.00,3.00,30.10
JRB,2025-07-13 06:56,160.00,5.00,30.09
JRB,2025-07-13 07:56,60.00,4.00,30.08
JRB,2025-07-13 08:21,0.00,0.00,30.09
JRB,2025-07-13 08:35,40.00,4.00,30.09
JRB,2025-07-13 08:51,50.00,4.00,30.09
JRB,2025-07-13 08:56,30.00,4.00,30.09
JRB,2025-07-13 09:56,70.00,5.00,30.10
JRB,2025-07-13 10:56,30.00,3.00,30.12
JRB,2025-07-13 11:56,70.00,5.00,30.12
JRB,2025-07-13 12:56,60.00,6.00,30.13
JRB,2025-07-13 13:56,30.00,5.00,30.12
JRB,2025-07-13 14:56,M,3.00,30.12
JRB,2025-07-13 15:56,270.00,6.00,30.11
JRB,2025-07-13 16:42,180.00,6.00,30.11
JRB,2025-07-13 16:56,170.00,5.00,30.11
JRB,2025-07-13 17:56,220.00,10.00,30.10
JRB,2025-07-13 18:56,230.00,6.00,30.09
JRB,2025-07-13 19:56,150.00,6.00,30.07
JRB,2025-07-13 20:08,160.00,6.00,30.06
JRB,2025-07-13 20:56,130.00,8.00,30.06
JRB,2025-07-13 21:56,190.00,7.00,30.04
JRB,2025-07-13 22:14,120.00,8.00,30.04
JRB,2025-07-13 22:32,M,4.00,30.04
JRB,2025-07-13 22:56,M,3.00,30.05
JRB,2025-07-13 23:56,160.00,7.00,30.06
JRB,2025-07-14 00:30,140.00,4.00,30.07
JRB,2025-07-14 00:56,140.00,5.00,30.08
JRB,2025-07-14 01:35,M,6.00,30.09
JRB,2025-07-14 01:56,140.00,8.00,30.09
JRB,2025-07-14 02:12,140.00,8.00,30.09
JRB,2025-07-14 02:19,150.00,6.00,30.09
JRB,2025-07-14 02:49,150.00,6.00,30.10
JRB,2025-07-14 02:56,170.00,4.00,30.10
JRB,2025-07-14 03:56,160.00,4.00,30.09
JRB,2025-07-14 04:56,170.00,4.00,30.08
JRB,2025-07-14 05:20,0.00,0.00,30.08
JRB,2025-07-14 05:28,160.00,3.00,30.08
JRB,2025-07-14 05:56,250.00,4.00,30.08
JRB,2025-07-14 06:12,260.00,4.00,30.08
JRB,2025-07-14 06:56,250.00,5.00,30.07
JRB,2025-07-14 07:56,260.00,3.00,30.06
JRB,2025-07-14 08:56,260.00,4.00,30.07
JRB,2025-07-14 09:56,250.00,3.00,30.07
JRB,2025-07-14 10:56,220.00,4.00,30.07
JRB,2025-07-14 11:56,230.00,4.00,30.08
JRB,2025-07-14 12:56,M,4.00,30.08
JRB,2025-07-14 13:56,220.00,5.00,30.08
JRB,2025-07-14 14:56,210.00,6.00,30.08
JRB,2025-07-14 15:56,220.00,8.00,30.07
JRB,2025-07-14 16:56,210.00,7.00,30.05
JRB,2025-07-14 17:56,170.00,6.00,30.04
JRB,2025-07-14 18:56,160.00,12.00,30.03
JRB,2025-07-14 19:56,170.00,8.00,30.02
JRB,2025-07-14 20:56,180.00,7.00,30.02
JRB,2025-07-14 21:27,150.00,5.00,30.03
JRB,2025-07-14 21:56,0.00,0.00,30.03
JRB,2025-07-14 22:19,M,4.00,30.03
JRB,2025-07-14 22:31,M,5.00,30.04
JRB,2025-07-14 22:45,120.00,4.00,30.04
JRB,2025-07-14 22:53,M,4.00,30.04
JRB,2025-07-14 22:56,260.00,6.00,30.05
JRB,2025-07-14 23:07,0.00,0.00,30.06
JRB,2025-07-14 23:17,M,5.00,30.06
JRB,2025-07-14 23:22,M,4.00,30.06
JRB,2025-07-14 23:27,80.00,3.00,30.06
JRB,2025-07-14 23:33,M,6.00,30.05
JRB,2025-07-14 23:42,220.00,5.00,30.06
JRB,2025-07-14 23:56,0.00,0.00,30.06
JRB,2025-07-15 00:01,0.00,0.00,30.06
JRB,2025-07-15 00:43,70.00,6.00,30.06
JRB,2025-07-15 00:56,60.00,6.00,30.06
JRB,2025-07-15 01:46,50.00,5.00,30.07
JRB,2025-07-15 01:56,50.00,4.00,30.07
JRB,2025-07-15 02:05,60.00,4.00,30.07
JRB,2025-07-15 02:13,70.00,3.00,30.08
JRB,2025-07-15 02:26,30.00,4.00,30.08
JRB,2025-07-15 02:46,40.00,5.00,30.07
JRB,2025-07-15 02:56,30.00,5.00,30.07
JRB,2025-07-15 03:16,50.00,3.00,30.06
JRB,2025-07-15 03:43,210.00,5.00,30.06
JRB,2025-07-15 03:51,220.00,6.00,30.06
JRB,2025-07-15 03:56,200.00,6.00,30.07
JRB,2025-07-15 04:19,250.00,3.00,30.07
JRB,2025-07-15 04:49,220.00,4.00,30.07
JRB,2025-07-15 04:56,250.00,4.00,30.08
JRB,2025-07-15 05:03,260.00,3.00,30.08
JRB,2025-07-15 05:43,0.00,0.00,30.07
JRB,2025-07-15 05:56,0.00,0.00,30.06
JRB,2025-07-15 06:56,240.00,3.00,30.06
JRB,2025-07-15 07:56,0.00,0.00,30.06
JRB,2025-07-15 08:45,0.00,0.00,30.07
JRB,2025-07-15 08:56,0.00,0.00,30.07
JRB,2025-07-15 09:56,40.00,4.00,30.08
JRB,2025-07-15 10:56,0.00,0.00,30.08
JRB,2025-07-15 11:56,0.00,0.00,30.09
JRB,2025-07-15 12:24,0.00,0.00,30.09
JRB,2025-07-15 12:56,0.00,0.00,30.10
JRB,2025-07-15 13:56,240.00,4.00,30.10
JRB,2025-07-15 14:56,M,3.00,30.09
JRB,2025-07-15 15:24,0.00,0.00,30.09
JRB,2025-07-15 15:56,M,3.00,30.08
JRB,2025-07-15 16:56,260.00,5.00,30.08
JRB,2025-07-15 17:56,210.00,5.00,30.07
JRB,2025-07-15 18:56,260.00,3.00,30.06
JRB,2025-07-15 19:56,210.00,5.00,30.06
JRB,2025-07-15 20:56,250.00,4.00,30.04
JRB,2025-07-15 21:56,180.00,6.00,30.04
JRB,2025-07-15 22:56,170.00,4.00,30.06
JRB,2025-07-15 23:56,160.00,4.00,30.06
JRB,2025-07-16 00:56,160.00,4.00,30.06
JRB,2025-07-16 01:56,260.00,3.00,30.06
JRB,2025-07-16 02:56,280.00,3.00,30.06
JRB,2025-07-16 03:56,270.00,4.00,30.06
JRB,2025-07-16 04:56,280.00,3.00,30.05
JRB,2025-07-16 05:56,240.00,3.00,30.06
JRB,2025-07-16 06:56,240.00,3.00,30.06
JRB,2025-07-16 07:56,0.00,0.00,30.06
JRB,2025-07-16 08:56,240.00,3.00,30.05
JRB,2025-07-16 09:56,200.00,3.00,30.06
JRB,2025-07-16 10:56,210.00,3.00,30.06
JRB,2025-07-16 11:56,0.00,0.00,30.06
JRB,2025-07-16 12:56,260.00,3.00,30.05
JRB,2025-07-16 13:56,260.00,5.00,30.04
JRB,2025-07-16 14:56,M,5.00,30.04
JRB,2025-07-16 15:56,230.00,8.00,30.04
JRB,2025-07-16 16:56,200.00,6.00,30.03
JRB,2025-07-16 17:56,M,3.00,30.01
JRB,2025-07-16 18:56,170.00,9.00,29.99
JRB,2025-07-16 19:56,180.00,10.00,29.98
JRB,2025-07-16 20:56,160.00,9.00,29.97
JRB,2025-07-16 21:56,190.00,8.00,29.96
JRB,2025-07-16 22:56,M,3.00,29.96
JRB,2025-07-16 23:56,220.00,3.00,29.95
JRB,2025-07-17 00:56,230.00,7.00,29.95
JRB,2025-07-17 01:56,260.00,3.00,29.96
JRB,2025-07-17 02:56,270.00,3.00,29.95
JRB,2025-07-17 03:56,250.00,5.00,29.94
JRB,2025-07-17 04:56,270.00,5.00,29.93
JRB,2025-07-17 05:56,260.00,7.00,29.92
JRB,2025-07-17 06:56,240.00,8.00,29.91
JRB,2025-07-17 07:56,240.00,7.00,29.90
JRB,2025-07-17 08:56,260.00,7.00,29.90
JRB,2025-07-17 09:56,240.00,6.00,29.90
JRB,2025-07-17 10:56,240.00,8.00,29.91
JRB,2025-07-17 11:56,240.00,7.00,29.92
JRB,2025-07-17 12:56,240.00,8.00,29.91
JRB,2025-07-17 13:18,260.00,6.00,29.91
JRB,2025-07-17 13:56,250.00,10.00,29.90
JRB,2025-07-17 14:56,260.00,8.00,29.89
JRB,2025-07-17 15:56,250.00,9.00,29.88
JRB,2025-07-17 16:31,270.00,11.00,29.87
JRB,2025-07-17 16:56,250.00,10.00,29.86
JRB,2025-07-17 17:56,260.00,13.00,29.86
JRB,2025-07-17 18:56,260.00,14.00,29.84
JRB,2025-07-17 19:56,260.00,15.00,29.82
JRB,2025-07-17 20:56,250.00,11.00,29.80
JRB,2025-07-17 21:56,270.00,12.00,29.80
JRB,2025-07-17 22:56,260.00,16.00,29.79
JRB,2025-07-17 23:56,260.00,15.00,29.81
JRB,2025-07-18 00:56,270.00,14.00,29.82
JRB,2025-07-18 01:56,M,6.00,29.84
JRB,2025-07-18 02:56,M,5.00,29.87
JRB,2025-07-18 03:56,M,3.00,29.89
JRB,2025-07-18 04:56,M,3.00,29.90
JRB,2025-07-18 05:56,0.00,0.00,29.90
JRB,2025-07-18 06:56,M,4.00,29.92
JRB,2025-07-18 07:56,0.00,0.00,29.92
JRB,2025-07-18 08:56,280.00,4.00,29.95
JRB,2025-07-18 09:56,M,4.00,29.98
JRB,2025-07-18 10:56,270.00,4.00,30.01
JRB,2025-07-18 11:56,0.00,0.00,30.02
JRB,2025-07-18 12:56,M,4.00,30.04
JRB,2025-07-18 13:56,M,3.00,30.05
JRB,2025-07-18 14:56,250.00,8.00,30.06
JRB,2025-07-18 15:56,M,3.00,30.07
JRB,2025-07-18 16:56,M,4.00,30.07
JRB,2025-07-18 17:56,270.00,8.00,30.07
JRB,2025-07-18 18:56,M,6.00,30.08
JRB,2025-07-18 19:56,230.00,7.00,30.07
JRB,2025-07-18 20:56,M,4.00,30.06
JRB,2025-07-18 21:56,M,3.00,30.05
JRB,2025-07-18 22:56,M,5.00,30.06
JRB,2025-07-18 23:56,M,3.00,30.07
JRB,2025-07-19 00:56,40.00,5.00,30.08
JRB,2025-07-19 01:56,60.00,9.00,30.10
JRB,2025-07-19 02:56,40.00,9.00,30.10
JRB,2025-07-19 03:56,40.00,7.00,30.10
JRB,2025-07-19 04:56,40.00,9.00,30.11
JRB,2025-07-19 05:56,40.00,7.00,30.11
JRB,2025-07-19 06:56,50.00,6.00,30.10
JRB,2025-07-19 07:56,50.00,9.00,30.09
JRB,2025-07-19 08:56,60.00,9.00,30.10
JRB,2025-07-19 09:56,40.00,10.00,30.11
JRB,2025-07-19 10:56,50.00,9.00,30.11
JRB,2025-07-19 11:56,40.00,6.00,30.11
JRB,2025-07-19 12:56,50.00,5.00,30.11
JRB,2025-07-19 13:16,50.00,6.00,30.11
JRB,2025-07-19 13:56,M,4.00,30.11
JRB,2025-07-19 14:56,130.00,7.00,30.10
JRB,2025-07-19 15:56,160.00,5.00,30.10
JRB,2025-07-19 16:56,170.00,7.00,30.09
JRB,2025-07-19 17:56,200.00,7.00,30.08
JRB,2025-07-19 18:56,230.00,8.00,30.06
JRB,2025-07-19 19:56,200.00,7.00,30.05
JRB,2025-07-19 20:56,260.00,6.00,30.04
JRB,2025-07-19 21:56,210.00,7.00,30.03
JRB,2025-07-19 22:56,240.00,4.00,30.02
JRB,2025-07-19 23:56,190.00,5.00,30.02
JRB,2025-07-20 00:56,180.00,5.00,30.01
JRB,2025-07-20 01:56,170.00,5.00,30.01
JRB,2025-07-20 02:11,170.00,8.00,30.02
JRB,2025-07-20 02:56,160.00,8.00,30.01
JRB,2025-07-20 03:56,200.00,8.00,30.00
JRB,2025-07-20 04:56,190.00,5.00,29.96
JRB,2025-07-20 05:56,170.00,4.00,29.94
JRB,2025-07-20 06:56,0.00,0.00,29.92
